Species,total_count,n_publications,mean_citations,total_citations,expected_pubs,bias_ratio,bias_category
bicaudatus,3,3,7.333333333333333,22,4.497023809523809,0.6671078755790867,Understudied
bhatti,3,3,21.0,63,4.497023809523809,0.6671078755790867,Understudied
betulae,3,3,5.0,15,4.497023809523809,0.6671078755790867,Understudied
betae,3,3,13.666666666666666,41,4.497023809523809,0.6671078755790867,Understudied
breviannulatus,3,3,9.666666666666666,29,4.497023809523809,0.6671078755790867,Understudied
brevicolle,3,3,27.0,81,4.497023809523809,0.6671078755790867,Understudied
conida,4,3,9.666666666666666,29,4.497023809523809,0.6671078755790867,Understudied
conicaudatus,7,3,13.0,39,4.497023809523809,0.6671078755790867,Understudied
concaudajuvencus,3,3,5.333333333333333,16,4.497023809523809,0.6671078755790867,Understudied
composticola,4,3,24.333333333333332,73,4.497023809523809,0.6671078755790867,Understudied
clarissimus,3,3,19.0,57,4.497023809523809,0.6671078755790867,Understudied
citrophilus,3,3,20.333333333333332,61,4.497023809523809,0.6671078755790867,Understudied
citricolum,3,3,11.666666666666666,35,4.497023809523809,0.6671078755790867,Understudied
cibolensis,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
coffeicola,3,3,13.333333333333334,40,4.497023809523809,0.6671078755790867,Understudied
cocophilus,3,3,31.0,93,4.497023809523809,0.6671078755790867,Understudied
distinctus,3,3,4.0,12,4.497023809523809,0.6671078755790867,Understudied
diffusum,7,3,17.0,51,4.497023809523809,0.6671078755790867,Understudied
clavatum,3,3,14.0,42,4.497023809523809,0.6671078755790867,Understudied
clathricaudatum,3,3,12.0,36,4.497023809523809,0.6671078755790867,Understudied
clarus,3,3,23.666666666666668,71,4.497023809523809,0.6671078755790867,Understudied
californicus,3,3,7.666666666666667,23,4.497023809523809,0.6671078755790867,Understudied
cazorlaensis,3,3,11.0,33,4.497023809523809,0.6671078755790867,Understudied
belmontense,3,3,37.0,111,4.497023809523809,0.6671078755790867,Understudied
belli,3,3,69.0,207,4.497023809523809,0.6671078755790867,Understudied
basiri,3,3,6.666666666666667,20,4.497023809523809,0.6671078755790867,Understudied
basili,4,3,74.0,222,4.497023809523809,0.6671078755790867,Understudied
carotae,3,3,28.666666666666668,86,4.497023809523809,0.6671078755790867,Understudied
cardiolata,3,3,20.0,60,4.497023809523809,0.6671078755790867,Understudied
cardamomi,3,3,5.0,15,4.497023809523809,0.6671078755790867,Understudied
christiei,4,3,21.0,63,4.497023809523809,0.6671078755790867,Understudied
chengi,6,3,61.0,183,4.497023809523809,0.6671078755790867,Understudied
charis,3,3,10.0,30,4.497023809523809,0.6671078755790867,Understudied
chambersi,3,3,17.333333333333332,52,4.497023809523809,0.6671078755790867,Understudied
campinense,3,3,0.0,0,4.497023809523809,0.6671078755790867,Understudied
camelliae,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
caudaphasmidius,3,3,10.0,30,4.497023809523809,0.6671078755790867,Understudied
celtiense,3,3,21.0,63,4.497023809523809,0.6671078755790867,Understudied
abnormecaudatus,3,3,13.0,39,4.497023809523809,0.6671078755790867,Understudied
abietinus,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
Xylophilus,3,3,3.6666666666666665,11,4.497023809523809,0.6671078755790867,Understudied
Thornei,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
ventroprojectus,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
vanderlindei,3,3,27.0,81,4.497023809523809,0.6671078755790867,Understudied
Incognita,3,3,28.0,84,4.497023809523809,0.6671078755790867,Understudied
INCOGNITA,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
Similis,7,3,0.0,0,4.497023809523809,0.6671078755790867,Understudied
Schachtii,3,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
Rostochiensis,3,3,104.0,312,4.497023809523809,0.6671078755790867,Understudied
Phaseoli,3,3,56.0,168,4.497023809523809,0.6671078755790867,Understudied
Penetrans,5,3,4.333333333333333,13,4.497023809523809,0.6671078755790867,Understudied
abunaamai,3,3,5.333333333333333,16,4.497023809523809,0.6671078755790867,Understudied
vandenbergae,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
aceri,6,3,23.666666666666668,71,4.497023809523809,0.6671078755790867,Understudied
Chitwoodi,3,3,14.333333333333334,43,4.497023809523809,0.6671078755790867,Understudied
Brachyurus,3,3,4.0,12,4.497023809523809,0.6671078755790867,Understudied
P.brachyurus,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
Javanica,3,3,11.333333333333334,34,4.497023809523809,0.6671078755790867,Understudied
JAVANICA,3,3,16.333333333333332,49,4.497023809523809,0.6671078755790867,Understudied
Index,3,3,17.0,51,4.497023809523809,0.6671078755790867,Understudied
urmiaensis,9,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
unisexus,3,3,16.333333333333332,49,4.497023809523809,0.6671078755790867,Understudied
uniformis,6,3,3.6666666666666665,11,4.497023809523809,0.6671078755790867,Understudied
tylenchiformis,3,3,4.333333333333333,13,4.497023809523809,0.6671078755790867,Understudied
turdetanensis,3,3,37.0,111,4.497023809523809,0.6671078755790867,Understudied
turcicum,6,3,52.0,156,4.497023809523809,0.6671078755790867,Understudied
tsitsikamense,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
Crenatus,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
tabarestanensis,3,3,2.0,6,4.497023809523809,0.6671078755790867,Understudied
Columbus,3,3,0.0,0,4.497023809523809,0.6671078755790867,Understudied
africanum,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
africana,6,3,20.666666666666668,62,4.497023809523809,0.6671078755790867,Understudied
aestuarius,5,3,2.3333333333333335,7,4.497023809523809,0.6671078755790867,Understudied
aequum,5,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
aequalis,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
aegypti,3,3,0.0,0,4.497023809523809,0.6671078755790867,Understudied
aegracyperi,3,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
aucklandicum,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
adenohystherum,4,3,40.666666666666664,122,4.497023809523809,0.6671078755790867,Understudied
acutus,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
acutoides,3,3,17.0,51,4.497023809523809,0.6671078755790867,Understudied
acuticaudatum,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
acuspicaudatus,4,3,9.333333333333334,28,4.497023809523809,0.6671078755790867,Understudied
acronea,3,3,51.333333333333336,154,4.497023809523809,0.6671078755790867,Understudied
acrita,3,3,19.0,57,4.497023809523809,0.6671078755790867,Understudied
vineacola,3,3,20.333333333333332,61,4.497023809523809,0.6671078755790867,Understudied
viruliferus,3,3,16.666666666666668,50,4.497023809523809,0.6671078755790867,Understudied
vitis,7,3,26.666666666666668,80,4.497023809523809,0.6671078755790867,Understudied
vulgare,3,3,15.333333333333334,46,4.497023809523809,0.6671078755790867,Understudied
waikouaitii,3,3,5.666666666666667,17,4.497023809523809,0.6671078755790867,Understudied
artiellia,3,3,44.0,132,4.497023809523809,0.6671078755790867,Understudied
asiaticus,3,3,5.333333333333333,16,4.497023809523809,0.6671078755790867,Understudied
astonei,3,3,18.0,54,4.497023809523809,0.6671078755790867,Understudied
artemisiae,3,3,19.333333333333332,58,4.497023809523809,0.6671078755790867,Understudied
attorodorum,3,3,20.0,60,4.497023809523809,0.6671078755790867,Understudied
arabicida,4,3,30.666666666666668,92,4.497023809523809,0.6671078755790867,Understudied
arabocoffeae,7,3,13.333333333333334,40,4.497023809523809,0.6671078755790867,Understudied
araucensis,3,3,4.666666666666667,14,4.497023809523809,0.6671078755790867,Understudied
azarbaijanensis,3,3,13.0,39,4.497023809523809,0.6671078755790867,Understudied
baetica,3,3,37.0,111,4.497023809523809,0.6671078755790867,Understudied
barense,3,3,13.333333333333334,40,4.497023809523809,0.6671078755790867,Understudied
arsenjevi,3,3,27.333333333333332,82,4.497023809523809,0.6671078755790867,Understudied
attenuatus,4,3,34.666666666666664,104,4.497023809523809,0.6671078755790867,Understudied
ferrisi,7,3,3.3333333333333335,10,4.497023809523809,0.6671078755790867,Understudied
fasciatus,3,3,21.666666666666668,65,4.497023809523809,0.6671078755790867,Understudied
gallaeformans,6,3,12.0,36,4.497023809523809,0.6671078755790867,Understudied
hispanum,5,3,26.666666666666668,80,4.497023809523809,0.6671078755790867,Understudied
hispaniensis,5,3,21.0,63,4.497023809523809,0.6671078755790867,Understudied
hippeastri,5,3,16.666666666666668,50,4.497023809523809,0.6671078755790867,Understudied
hexincisus,3,3,33.666666666666664,101,4.497023809523809,0.6671078755790867,Understudied
floridae,3,3,25.0,75,4.497023809523809,0.6671078755790867,Understudied
flakkensis,4,3,15.333333333333334,46,4.497023809523809,0.6671078755790867,Understudied
guirani,3,3,2.0,6,4.497023809523809,0.6671078755790867,Understudied
heterophallus,3,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
heterocephalus,6,3,12.666666666666666,38,4.497023809523809,0.6671078755790867,Understudied
herakliense,6,3,15.0,45,4.497023809523809,0.6671078755790867,Understudied
hellenicus,4,3,39.666666666666664,119,4.497023809523809,0.6671078755790867,Understudied
helicus,3,3,41.0,123,4.497023809523809,0.6671078755790867,Understudied
convallariae,3,3,23.666666666666668,71,4.497023809523809,0.6671078755790867,Understudied
hispidum,5,3,47.0,141,4.497023809523809,0.6671078755790867,Understudied
sardashtensis,5,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
santos,3,3,21.0,63,4.497023809523809,0.6671078755790867,Understudied
simiLis,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
silvicola,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
silvae,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
siamense,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
rwandae,3,3,18.0,54,4.497023809523809,0.6671078755790867,Understudied
rutgersi,3,3,4.333333333333333,13,4.497023809523809,0.6671078755790867,Understudied
rusticum,3,3,15.333333333333334,46,4.497023809523809,0.6671078755790867,Understudied
seinhorsti,3,3,12.666666666666666,38,4.497023809523809,0.6671078755790867,Understudied
sefaensis,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
scoticus,3,3,9.0,27,4.497023809523809,0.6671078755790867,Understudied
goffarti,3,3,13.666666666666666,41,4.497023809523809,0.6671078755790867,Understudied
goettingiana,3,3,43.666666666666664,131,4.497023809523809,0.6671078755790867,Understudied
histriae,5,3,2.0,6,4.497023809523809,0.6671078755790867,Understudied
hangzhouense,4,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
hamospiculatus,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
hainanensis,6,3,9.0,27,4.497023809523809,0.6671078755790867,Understudied
haiduongensis,4,3,12.0,36,4.497023809523809,0.6671078755790867,Understudied
gutierrezi,8,3,8.0,24,4.497023809523809,0.6671078755790867,Understudied
iranicum,3,3,9.666666666666666,29,4.497023809523809,0.6671078755790867,Understudied
involutum,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
inusitatus,3,3,3.6666666666666665,11,4.497023809523809,0.6671078755790867,Understudied
granatum,3,3,37.0,111,4.497023809523809,0.6671078755790867,Understudied
graminophila,3,3,4.666666666666667,14,4.497023809523809,0.6671078755790867,Understudied
gramincola,3,3,0.0,0,4.497023809523809,0.6671078755790867,Understudied
informis,3,3,40.0,120,4.497023809523809,0.6671078755790867,Understudied
indorobustus,3,3,41.0,123,4.497023809523809,0.6671078755790867,Understudied
indica,3,3,27.666666666666668,83,4.497023809523809,0.6671078755790867,Understudied
irregulare,3,3,42.333333333333336,127,4.497023809523809,0.6671078755790867,Understudied
fici,6,3,5.333333333333333,16,4.497023809523809,0.6671078755790867,Understudied
iri,3,3,13.0,39,4.497023809523809,0.6671078755790867,Understudied
incisum,3,3,35.0,105,4.497023809523809,0.6671078755790867,Understudied
inaequale,3,3,14.0,42,4.497023809523809,0.6671078755790867,Understudied
imamuri,3,3,15.0,45,4.497023809523809,0.6671078755790867,Understudied
illyricum,5,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
intermedium,5,3,13.333333333333334,40,4.497023809523809,0.6671078755790867,Understudied
insigne,3,3,6.333333333333333,19,4.497023809523809,0.6671078755790867,Understudied
inornata,6,3,34.666666666666664,104,4.497023809523809,0.6671078755790867,Understudied
ingens,5,3,4.666666666666667,14,4.497023809523809,0.6671078755790867,Understudied
fuchsi,3,3,9.0,27,4.497023809523809,0.6671078755790867,Understudied
fragaricus,3,3,30.0,90,4.497023809523809,0.6671078755790867,Understudied
gilanicus,3,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
gilanensis,3,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
filimus,3,3,26.0,78,4.497023809523809,0.6671078755790867,Understudied
filicaudatum,3,3,7.333333333333333,22,4.497023809523809,0.6671078755790867,Understudied
irokophilus,3,3,3.3333333333333335,10,4.497023809523809,0.6671078755790867,Understudied
dherdei,3,3,5.0,15,4.497023809523809,0.6671078755790867,Understudied
dentatum,3,3,5.333333333333333,16,4.497023809523809,0.6671078755790867,Understudied
demani,4,3,1.3333333333333333,4,4.497023809523809,0.6671078755790867,Understudied
diversa,4,3,6.333333333333333,19,4.497023809523809,0.6671078755790867,Understudied
divergens,6,3,2.0,6,4.497023809523809,0.6671078755790867,Understudied
decalineata,3,3,36.0,108,4.497023809523809,0.6671078755790867,Understudied
daverti,3,3,5.666666666666667,17,4.497023809523809,0.6671078755790867,Understudied
danuvii,3,3,8.0,24,4.497023809523809,0.6671078755790867,Understudied
cypriensis,3,3,4.333333333333333,13,4.497023809523809,0.6671078755790867,Understudied
dietrichi,3,3,1.0,3,4.497023809523809,0.6671078755790867,Understudied
diadecturus,5,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
curvicauda,8,3,1.6666666666666667,5,4.497023809523809,0.6671078755790867,Understudied
cruciferae,4,3,7.666666666666667,23,4.497023809523809,0.6671078755790867,Understudied
cruciani,3,3,11.666666666666666,35,4.497023809523809,0.6671078755790867,Understudied
cretense,5,3,22.0,66,4.497023809523809,0.6671078755790867,Understudied
sandveldensis,4,3,4.0,12,4.497023809523809,0.6671078755790867,Understudied
fabalus,3,3,11.0,33,4.497023809523809,0.6671078755790867,Understudied
eximius,4,3,9.666666666666666,29,4.497023809523809,0.6671078755790867,Understudied
exallus,3,3,0.6666666666666666,2,4.497023809523809,0.6671078755790867,Understudied
ewingi,4,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
euthychilus,3,3,0.0,0,4.497023809523809,0.6671078755790867,Understudied
curvus,3,3,3.6666666666666665,11,4.497023809523809,0.6671078755790867,Understudied
cohni,3,3,28.0,84,4.497023809523809,0.6671078755790867,Understudied
crenatae,5,3,21.333333333333332,64,4.497023809523809,0.6671078755790867,Understudied
crataegi,3,3,52.0,156,4.497023809523809,0.6671078755790867,Understudied
coxi,3,3,25.0,75,4.497023809523809,0.6671078755790867,Understudied
costaricense,4,3,8.0,24,4.497023809523809,0.6671078755790867,Understudied
corsicus,4,3,32.333333333333336,97,4.497023809523809,0.6671078755790867,Understudied
coprosma,4,3,9.666666666666666,29,4.497023809523809,0.6671078755790867,Understudied
closelongatus,3,3,23.0,69,4.497023809523809,0.6671078755790867,Understudied
clavicaudatum,6,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
decraemerae,3,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
salixophila,3,3,2.0,6,4.497023809523809,0.6671078755790867,Understudied
salixae,3,3,8.0,24,4.497023809523809,0.6671078755790867,Understudied
salasi,4,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
giblindavisi,3,3,17.0,51,4.497023809523809,0.6671078755790867,Understudied
georgianum,3,3,19.333333333333332,58,4.497023809523809,0.6671078755790867,Understudied
gracilidens,6,3,15.0,45,4.497023809523809,0.6671078755790867,Understudied
gorganensis,3,3,8.0,24,4.497023809523809,0.6671078755790867,Understudied
goodi,3,3,8.0,24,4.497023809523809,0.6671078755790867,Understudied
goldeni,3,3,2.6666666666666665,8,4.497023809523809,0.6671078755790867,Understudied
euonymu,5,3,4.666666666666667,14,4.497023809523809,0.6671078755790867,Understudied
erythrinae,3,3,7.666666666666667,23,4.497023809523809,0.6671078755790867,Understudied
ericaceum,3,3,16.0,48,4.497023809523809,0.6671078755790867,Understudied
ensiculiferum,3,3,28.0,84,4.497023809523809,0.6671078755790867,Understudied
dorsalis,3,3,22.666666666666668,68,4.497023809523809,0.6671078755790867,Understudied
elegans,3,3,11.0,33,4.497023809523809,0.6671078755790867,Understudied
simillimum,3,3,5.666666666666667,17,4.497023809523809,0.6671078755790867,Understudied
sinensis,4,3,15.0,45,4.497023809523809,0.6671078755790867,Understudied
smokyensis,6,3,7.0,21,4.497023809523809,0.6671078755790867,Understudied
solivagum,3,3,3.3333333333333335,10,4.497023809523809,0.6671078755790867,Understudied
speijeri,7,3,17.333333333333332,52,4.497023809523809,0.6671078755790867,Understudied
sphaerocephalum,5,3,38.0,114,4.497023809523809,0.6671078755790867,Understudied
setariae,4,3,23.666666666666668,71,4.497023809523809,0.6671078755790867,Understudied
sexdentati,8,3,14.666666666666666,44,4.497023809523809,0.6671078755790867,Understudied
eldaricus,3,3,4.0,12,4.497023809523809,0.6671078755790867,Understudied
dryadis,3,3,3.0,9,4.497023809523809,0.6671078755790867,Understudied
duriophilus,3,3,16.666666666666668,50,4.497023809523809,0.6671078755790867,Understudied
duytsi,3,3,80.0,240,4.497023809523809,0.6671078755790867,Understudied
simile,3,3,43.333333333333336,130,4.497023809523809,0.6671078755790867,Understudied
eburneus,6,3,6.0,18,4.497023809523809,0.6671078755790867,Understudied
egyptiensis,3,3,4.0,12,4.497023809523809,0.6671078755790867,Understudied
ekrami,8,3,4.0,12,4.497023809523809,0.6671078755790867,Understudied
elachista,4,3,10.666666666666666,32,4.497023809523809,0.6671078755790867,Understudied
drepanocercus,3,3,17.0,51,4.497023809523809,0.6671078755790867,Understudied
Pallida,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
quaidi,4,2,9.0,18,4.497023809523809,0.4447385837193912,Understudied
ripae,2,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
utahense,2,2,13.0,26,4.497023809523809,0.4447385837193912,Understudied
varicauda,4,2,13.0,26,4.497023809523809,0.4447385837193912,Understudied
variopapillatus,2,2,4.0,8,4.497023809523809,0.4447385837193912,Understudied
Vuittenezi,2,2,14.0,28,4.497023809523809,0.4447385837193912,Understudied
petrusalberti,2,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
paucisetosus,2,2,6.0,12,4.497023809523809,0.4447385837193912,Understudied
pini,2,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
virginiae,4,2,20.0,40,4.497023809523809,0.4447385837193912,Understudied
weissi,2,2,11.0,22,4.497023809523809,0.4447385837193912,Understudied
microstriatus,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
ornicauda,4,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
magniphasma,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
nexus,2,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
paravineacola,4,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
paragiennensis,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
paralaskaensis,4,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
pakistanensis,2,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
ozarkiense,2,2,13.0,26,4.497023809523809,0.4447385837193912,Understudied
oscephalus,2,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
platzeri,4,2,20.0,40,4.497023809523809,0.4447385837193912,Understudied
typica,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
sylphus,2,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
alaskaensis,2,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
areolata,4,2,8.0,16,4.497023809523809,0.4447385837193912,Understudied
aucklandica,2,2,15.0,30,4.497023809523809,0.4447385837193912,Understudied
teeni,2,2,6.0,12,4.497023809523809,0.4447385837193912,Understudied
agropyri,2,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
biformis,4,2,8.0,16,4.497023809523809,0.4447385837193912,Understudied
carpathicus,2,2,11.0,22,4.497023809523809,0.4447385837193912,Understudied
brevicauda,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
biosphaera,4,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
grandis,4,2,5.0,10,4.497023809523809,0.4447385837193912,Understudied
kirjanovae,2,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
grandaspicatus,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
itanhaense,2,2,19.0,38,4.497023809523809,0.4447385837193912,Understudied
maritimus,2,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
fujianensis,2,2,21.0,42,4.497023809523809,0.4447385837193912,Understudied
hordecalis,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
heredicus,2,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
hellenica,6,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
carolinensis,4,2,7.0,14,4.497023809523809,0.4447385837193912,Understudied
calvus,2,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
californiensis,2,2,4.5,9,4.497023809523809,0.4447385837193912,Understudied
cephalidum,2,2,1.0,2,4.497023809523809,0.4447385837193912,Understudied
crassus,2,2,3.0,6,4.497023809523809,0.4447385837193912,Understudied
coomansi,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
cobbi,2,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
commune,2,2,0.0,0,4.497023809523809,0.4447385837193912,Understudied
clavicaudatus,2,2,5.0,10,4.497023809523809,0.4447385837193912,Understudied
cyperi,4,2,2.0,4,4.497023809523809,0.4447385837193912,Understudied
eurytyla,2,2,4.0,8,4.497023809523809,0.4447385837193912,Understudied
elefjohnsoni,2,2,5.0,10,4.497023809523809,0.4447385837193912,Understudied
puertoricensis,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
RENIFORMIS,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
Pseudorobustus,1,1,1.0,1,4.497023809523809,0.2223692918596956,Severely Understudied
ustinovi,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
abuharazi,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
Goettingiana,1,1,10.0,10,4.497023809523809,0.2223692918596956,Severely Understudied
Hapla,1,1,1.0,1,4.497023809523809,0.2223692918596956,Severely Understudied
Paranaensis,1,1,1.0,1,4.497023809523809,0.2223692918596956,Severely Understudied
Direct Identification of the Meloidogyne incognita Secretome Reveals Proteins with Host Cell Reprogramming Potential,1,1,2.0,2,4.497023809523809,0.2223692918596956,Severely Understudied
Arenaria,1,1,1.0,1,4.497023809523809,0.2223692918596956,Severely Understudied
COFFEAE,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
pisquidensis,1,1,4.0,4,4.497023809523809,0.2223692918596956,Severely Understudied
megriensis,1,1,9.0,9,4.497023809523809,0.2223692918596956,Severely Understudied
medani,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
minutum,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
mirzai,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
duplicivestitum,1,1,3.0,3,4.497023809523809,0.2223692918596956,Severely Understudied
shamimi,1,1,5.0,5,4.497023809523809,0.2223692918596956,Severely Understudied
gerberae,2,1,28.0,28,4.497023809523809,0.2223692918596956,Severely Understudied
henanus,1,1,4.0,4,4.497023809523809,0.2223692918596956,Severely Understudied
jagerae,1,1,3.0,3,4.497023809523809,0.2223692918596956,Severely Understudied
mammatum,1,1,2.0,2,4.497023809523809,0.2223692918596956,Severely Understudied
hamatus,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
delvii,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
bifenestra,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
canadense,1,1,4.0,4,4.497023809523809,0.2223692918596956,Severely Understudied
apulus,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
aquatilis,2,1,3.0,3,4.497023809523809,0.2223692918596956,Severely Understudied
arthensis,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
alpinus,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
subbotini,1,1,7.0,7,4.497023809523809,0.2223692918596956,Severely Understudied
tecoacensis,1,1,0.0,0,4.497023809523809,0.2223692918596956,Severely Understudied
